API_Label,Latitude,Longitude,geometry
05-057-06234,40.76525,-106.112843,POINT (406076 4513294)
05-057-06235,40.780233,-106.127348,POINT (404873 4514973)
05-057-06236,40.779213,-106.130598,POINT (404597 4514863)
05-057-06237,40.688872,-106.498398,POINT (373390 4505299)
05-057-06238,40.766633,-106.116437,POINT (405775 4513451)
05-057-06239,40.767593,-106.117447,POINT (405691 4513559)
05-057-06240,40.770693,-106.123517,POINT (405183 4513909)
05-057-06241,40.779773,-106.129838,POINT (404662 4514924)
05-057-06242,40.765633,-106.114197,POINT (405962 4513338)
05-057-06243,40.74842,-106.20075,POINT (398631 4511523)
05-057-06244,40.522712,-106.418956,POINT (379805 4486743)
05-057-06245,40.766593,-106.114757,POINT (405916 4513445)
05-057-06246,40.776433,-106.129188,POINT (404712 4514553)
05-057-06247,40.779383,-106.128818,POINT (404748 4514880)
05-057-06248,40.778853,-106.12794,POINT (404821 4514820)
05-057-06249,40.790811,-106.419057,POINT (380277 4516504)
05-057-06250,40.813702,-106.291733,POINT (391057 4518879)
05-057-06251,40.671134,-106.084385,POINT (408349 4502816)
05-057-06252,40.696772,-106.536896,POINT (370152 4506232)
05-057-06253,40.692443,-106.52327,POINT (371295 4505732)
05-057-06254,40.696818,-106.541219,POINT (369787 4506244)
05-057-06255,40.762483,-106.108097,POINT (406473 4512982)
05-057-06256,40.778843,-106.126967,POINT (404903 4514818)
05-057-06257,40.485796,-106.231928,POINT (395591 4482407)
05-057-06258,40.777673,-106.125527,POINT (405023 4514686)
05-057-06259,40.779873,-106.128778,POINT (404752 4514934)
05-057-06260,40.746833,-106.249651,POINT (394500 4511405)
05-057-06261,40.79539,-106.24978,POINT (394566 4516795)
05-057-06262,40.796622,-106.249291,POINT (394609 4516931)
05-057-06263,40.792012,-106.247171,POINT (394781 4516417)
05-057-06264,40.79344,-106.24736,POINT (394767 4516576)
05-057-06265,40.700602,-106.54107,POINT (369807 4506664)
05-057-06266,40.703882,-106.54291,POINT (369658 4507031)
05-057-06267,40.778823,-106.130208,POINT (404630 4514819)
05-057-06268,40.778963,-106.130508,POINT (404605 4514835)
05-057-06269,40.779243,-106.130398,POINT (404614 4514866)
05-057-06270,40.779583,-106.130638,POINT (404595 4514904)
05-057-06271,40.779323,-106.130758,POINT (404584 4514875)
05-057-06272,40.779713,-106.130958,POINT (404568 4514919)
05-057-06273,40.720094,-106.498204,POINT (373465 4508765)
05-057-06274,40.749733,-106.092336,POINT (407785 4511549)
05-057-06275,40.750533,-106.092706,POINT (407755 4511639)
05-057-06276,40.750703,-106.091606,POINT (407848 4511656)
05-057-06277,40.751493,-106.091966,POINT (407819 4511744)
05-057-06278,40.751663,-106.090866,POINT (407912 4511762)
05-057-06279,40.767723,-106.112897,POINT (406075 4513568)
05-057-06280,40.763493,-106.106637,POINT (406597 4513092)
05-057-06281,40.75927,-106.10322,POINT (406880 4512620)
05-057-06282,40.695584,-106.538015,POINT (370055 4506102)
05-057-06283,40.671684,-106.082965,POINT (408470 4502876)
05-057-06284,40.751873,-106.094996,POINT (407564 4511790)
05-057-06285,40.751873,-106.096806,POINT (407411 4511792)
05-057-06286,40.722114,-106.133617,POINT (404261 4508528)
05-057-06287,40.714324,-106.128847,POINT (404653 4507658)
05-057-06288,40.71842,-106.1335,POINT (404265 4508118)
05-057-06289,40.725453,-106.133697,POINT (404259 4508899)
05-057-06290,40.75833,-106.18139,POINT (400280 4512601)
05-057-06291,40.470406,-106.232598,POINT (395510 4480699)
05-057-06292,40.749674,-106.074696,POINT (409275 4511525)
05-057-06293,40.749104,-106.075476,POINT (409208 4511462)
05-057-06294,40.79578,-106.25278,POINT (394314 4516842)
05-057-06295,40.79381,-106.24914,POINT (394617 4516619)
05-057-06296,40.79047,-106.24908,POINT (394617 4516248)
05-057-06297,40.776372,-106.254201,POINT (394163 4514689)
05-057-06298,40.76258,-106.21444,POINT (397497 4513111)
05-057-06299,40.769913,-106.113367,POINT (406038 4513812)
05-057-06300,40.760753,-106.101437,POINT (407032 4512782)
05-057-06301,40.707962,-106.527379,POINT (370977 4507461)
05-057-06302,40.694822,-106.492038,POINT (373938 4505951)
05-057-06303,40.718794,-106.137497,POINT (403928 4508163)
05-057-06304,40.715364,-106.134507,POINT (404176 4507779)
05-057-06305,40.7135,-106.13267,POINT (404328 4507571)
05-057-06306,40.7205,-106.13461,POINT (404175 4508350)
05-057-06307,40.71733,-106.13244,POINT (404353 4507995)
05-057-06308,40.700681,-106.56609,POINT (367693 4506710)
05-057-06309,40.765953,-106.113527,POINT (406019 4513373)
05-057-06310,40.766543,-106.114277,POINT (405957 4513439)
05-057-06311,40.764773,-106.113187,POINT (406046 4513241)
05-057-06312,40.768423,-106.117457,POINT (405691 4513651)
05-057-06313,40.780953,-106.131898,POINT (404490 4515057)
05-057-06314,40.780373,-106.131708,POINT (404505 4514993)
05-057-06315,40.767743,-106.116237,POINT (405793 4513574)
05-057-06316,40.759283,-106.105717,POINT (406669 4512624)
05-057-06317,40.759283,-106.106647,POINT (406591 4512625)
05-057-06318,40.757453,-106.103217,POINT (406878 4512418)
05-057-06319,40.757613,-106.105507,POINT (406685 4512438)
05-057-06320,40.7155,-106.1345,POINT (404177 4507795)
05-057-06321,40.621423,-106.397974,POINT (381756 4497672)
05-057-06322,40.814811,-106.456748,POINT (377141 4519221)
05-057-06323,40.889211,-106.345735,POINT (386631 4527330)
05-057-06324,40.71936,-106.13517,POINT (404126 4508224)
05-057-06325,40.71731,-106.13533,POINT (404109 4507996)
05-057-06326,40.713704,-106.134877,POINT (404142 4507596)
05-057-06327,40.71553,-106.13253,POINT (404343 4507796)
05-057-06328,40.719174,-106.132787,POINT (404327 4508200)
05-057-06329,40.713414,-106.130547,POINT (404508 4507559)
05-057-06330,40.715234,-106.130757,POINT (404493 4507761)
05-057-06331,40.77758,-106.23217,POINT (396024 4514797)
05-057-06332,40.76189,-106.2125,POINT (397660 4513032)
05-057-06333,40.78864,-106.24381,POINT (395059 4516039)
05-057-06334,40.79139,-106.24503,POINT (394960 4516345)
05-057-06335,40.753623,-106.186969,POINT (399802 4512085)
05-057-06336,40.721204,-106.128307,POINT (404708 4508421)
05-057-06338,40.605965,-106.087665,POINT (407982 4495585)
05-057-06339,40.782782,-106.286343,POINT (391461 4515440)
05-057-06340,40.766443,-106.21496,POINT (397459 4513541)
05-057-06341,40.75983,-106.21064,POINT (397813 4512801)
05-057-06342,40.76136,-106.21611,POINT (397354 4512978)
05-057-06343,40.79642,-106.25586,POINT (394055 4516917)
05-057-06344,40.536965,-106.258199,POINT (393445 4488118)
05-057-06345,40.758643,-106.21235,POINT (397667 4512672)
05-057-06346,40.757613,-106.20876,POINT (397969 4512553)
05-057-06347,40.755923,-106.20628,POINT (398176 4512363)
05-057-06348,40.777582,-106.251831,POINT (394365 4514821)
05-057-06349,40.885701,-106.341925,POINT (386946 4526936)
05-057-06350,40.538215,-106.26428,POINT (392932 4488264)
05-057-06351,40.791285,-106.419265,POINT (380260 4516557)
05-057-06352,40.826042,-106.240221,POINT (395421 4520186)
05-057-06353,40.695852,-106.53775,POINT (370078 4506132)
05-057-06354,40.769014,-106.120859,POINT (405405 4513720)
05-057-06355,40.697932,-106.536435,POINT (370193 4506361)
05-057-06356,40.773192,-106.22288,POINT (396801 4514299)
05-057-06357,40.710494,-106.075095,POINT (409188 4507176)
05-057-06358,40.857711,-106.266523,POINT (393253 4523734)
05-057-06359,40.697802,-106.53747,POINT (370105 4506348)
05-057-06360,40.843211,-106.266742,POINT (393212 4522124)
05-057-06361,40.75831,-106.20961,POINT (397898 4512631)
05-057-06362,40.75642,-106.20836,POINT (398001 4512420)
05-057-06363,40.78642,-106.24531,POINT (394929 4515794)
05-057-06364,40.756963,-106.183179,POINT (400127 4512451)
05-057-06365,40.807802,-106.302143,POINT (390169 4518237)
05-057-06366,40.89203,-106.48359,POINT (375022 4527831)
05-057-06367,40.77478,-106.22617,POINT (396526 4514479)
05-057-06368,40.885731,-106.341745,POINT (386961 4526939)
05-057-06369,40.758033,-106.101897,POINT (406990 4512481)
05-057-06370,40.696462,-106.53909,POINT (369966 4506201)
05-057-06371,40.695642,-106.53839,POINT (370023 4506109)
05-057-06372,40.769873,-106.108577,POINT (406443 4513802)
05-057-06373,40.767723,-106.110957,POINT (406239 4513566)
05-057-06374,40.76226,-106.10621,POINT (406632 4512955)
05-057-06375,40.695862,-106.54339,POINT (369601 4506141)
05-057-06376,40.761413,-106.105247,POINT (406712 4512860)
05-057-06377,40.844861,-106.299333,POINT (390467 4522348)
05-057-06378,40.866321,-106.271433,POINT (392854 4524696)
05-057-06379,40.795293,-106.166749,POINT (401571 4516688)
05-057-06380,40.855181,-106.268863,POINT (393052 4523456)
05-057-06381,40.78347,-106.23639,POINT (395677 4515456)
05-057-06382,40.779028,-106.229056,POINT (396289 4514954)
05-057-06383,40.776972,-106.227701,POINT (396400 4514724)
05-057-06384,40.78839,-106.24564,POINT (394904 4516013)
05-057-06385,40.78478,-106.24328,POINT (395098 4515610)
05-057-06386,40.77967,-106.23158,POINT (396077 4515028)
05-057-06387,40.761123,-106.182429,POINT (400197 4512912)
05-057-06388,40.77406,-106.22931,POINT (396260 4514403)
05-057-06389,40.79164,-106.24839,POINT (394677 4516377)
05-057-06390,40.78131,-106.23242,POINT (396009 4515211)
05-057-06391,40.780762,-106.232681,POINT (395986 4515151)
05-057-06392,40.77614,-106.23072,POINT (396144 4514636)
05-057-06393,40.77358,-106.22469,POINT (396649 4514344)
05-057-06394,40.77603,-106.23703,POINT (395611 4514631)
05-057-06395,40.781432,-106.238151,POINT (395525 4515232)
05-057-06396,40.787702,-106.243241,POINT (395106 4515934)
05-057-06397,40.775522,-106.22434,POINT (396681 4514559)
05-057-06398,40.78239,-106.23411,POINT (395868 4515333)
05-057-06399,40.78672,-106.24064,POINT (395323 4515822)
05-057-06400,40.78403,-106.23894,POINT (395463 4515521)
05-057-06401,40.777372,-106.239041,POINT (395444 4514782)
05-057-06402,40.78019,-106.23047,POINT (396171 4515085)
05-057-06403,40.778252,-106.229301,POINT (396267 4514868)
05-057-06404,40.779232,-106.237631,POINT (395566 4514987)
05-057-06405,40.77789,-106.22797,POINT (396379 4514827)
05-057-06406,40.776932,-106.226121,POINT (396533 4514718)
05-057-06407,40.79258,-106.25008,POINT (394536 4516484)
05-057-06408,40.79069,-106.24664,POINT (394823 4516270)
05-057-06409,40.78039,-106.24,POINT (395368 4515118)
05-057-06410,40.78886,-106.24986,POINT (394549 4516070)
05-057-06411,40.78942,-106.24256,POINT (395166 4516124)
05-057-06412,40.76947,-106.2235,POINT (396743 4513887)
05-057-06413,40.810122,-106.248952,POINT (394659 4518430)
05-057-06414,40.78764,-106.24197,POINT (395213 4515925)
05-057-06416,40.757543,-106.174709,POINT (400843 4512506)
05-057-06417,40.773932,-106.233481,POINT (395908 4514394)
05-057-06418,40.785852,-106.248611,POINT (394650 4515735)
05-057-06419,40.769922,-106.226271,POINT (396510 4513940)
05-057-06420,40.766453,-106.2202,POINT (397017 4513548)
05-057-06421,40.784872,-106.267302,POINT (393071 4515649)
05-057-06422,40.784952,-106.258022,POINT (393854 4515646)
05-057-06423,40.737733,-106.155388,POINT (402445 4510286)
05-057-06424,40.7865,-106.23883,POINT (395476 4515795)
05-057-06425,40.782694,-106.24525,POINT (394928 4515380)
05-057-06426,40.78492,-106.23531,POINT (395770 4515616)
05-057-06427,40.78733,-106.24394,POINT (395046 4515893)
05-057-06428,40.783262,-106.232351,POINT (396017 4515428)
05-057-06429,40.765993,-106.219,POINT (397117 4513495)
05-057-06430,40.779917,-106.237667,POINT (395564 4515063)
05-057-06431,40.78369,-106.23444,POINT (395842 4515478)
05-057-06432,40.786422,-106.236691,POINT (395656 4515784)
05-057-06433,40.787402,-106.238171,POINT (395533 4515895)
05-057-06434,40.787392,-106.239841,POINT (395392 4515895)
05-057-06435,40.788632,-106.239611,POINT (395413 4516033)
05-057-06436,40.78886,-106.24114,POINT (395285 4516060)
05-057-06437,40.79047,-106.24381,POINT (395062 4516242)
05-057-06438,40.790632,-106.241841,POINT (395228 4516257)
05-057-06439,40.575424,-106.404694,POINT (381106 4492575)
05-057-06440,40.596264,-106.403904,POINT (381210 4494887)
05-057-06441,40.72742,-106.22174,POINT (396826 4509217)
05-057-06442,40.76606,-106.21897,POINT (397120 4513503)
05-057-06443,40.740743,-106.195989,POINT (399021 4510666)
05-057-06444,40.717843,-106.158908,POINT (402119 4508082)
05-057-06445,40.738323,-106.132877,POINT (404347 4510326)
05-057-06446,40.78131,-106.24394,POINT (395036 4515225)
05-057-06447,40.75483,-106.2045,POINT (398324 4512239)
05-057-06448,40.78583,-106.24061,POINT (395325 4515723)
05-057-06449,40.78536,-106.23833,POINT (395516 4515668)
05-057-06450,40.77236,-106.22686,POINT (396464 4514211)
05-057-06451,40.75744,-106.20739,POINT (398084 4512532)
05-057-06452,40.78739,-106.24558,POINT (394908 4515902)
05-057-06453,40.792432,-106.246281,POINT (394857 4516463)
05-057-06454,40.78739,-106.24767,POINT (394731 4515905)
05-057-06455,40.794602,-106.248051,POINT (394711 4516706)
05-057-06456,40.783732,-106.241471,POINT (395249 4515491)
05-057-06457,40.786132,-106.248021,POINT (394700 4515765)
05-057-06458,40.781882,-106.239281,POINT (395431 4515283)
05-057-06459,40.6934,-106.50318,POINT (372994 4505809)
05-057-06460,40.64685,-106.16778,POINT (401265 4500211)
05-057-06461,40.72666,-106.22131,POINT (396862 4509132)
05-057-06462,40.69345,-106.50384,POINT (372938 4505815)
05-057-06463,40.53568,-106.388127,POINT (382439 4488141)
05-057-06464,40.534837,-106.39497,POINT (381858 4488056)
05-057-06465,40.541977,-106.414359,POINT (380229 4488875)
05-057-06466,40.547043,-106.41017,POINT (380592 4489432)
05-057-06467,40.54016,-106.391286,POINT (382179 4488642)
05-057-06468,40.51325,-106.395606,POINT (381766 4485661)
05-057-06469,40.528361,-106.404461,POINT (381043 4487350)
05-057-06470,40.556336,-106.414097,POINT (380276 4490469)
05-057-06471,40.512739,-106.388244,POINT (382389 4485594)
05-057-06472,40.584012,-106.405631,POINT (381042 4493530)
05-057-06473,40.56152,-106.46051,POINT (376356 4491108)
05-057-06474,40.70132,-106.16841,POINT (401292 4506258)
05-057-06475,40.67295,-106.21894,POINT (396979 4503167)
05-057-06476,40.680273,-106.125389,POINT (404896 4503874)
05-057-06477,40.680322,-106.148361,POINT (402955 4503905)
05-057-06478,40.661686,-106.134739,POINT (404079 4501821)
05-057-06479,40.512042,-106.410428,POINT (380508 4485547)
05-057-06480,40.512561,-106.416789,POINT (379970 4485613)
05-057-06481,40.5125,-106.421739,POINT (379551 4485613)
05-057-06482,40.5128,-106.416886,POINT (379963 4485640)
05-057-06483,40.48465,-106.18471,POINT (399591 4482225)
05-057-06484,40.67314,-106.19994,POINT (398585 4503166)
05-057-06485,40.66919,-106.19518,POINT (398982 4502722)
05-057-06486,40.66913,-106.19991,POINT (398582 4502721)
05-057-06487,40.491869,-106.185023,POINT (399575 4483027)
05-057-06488,40.541767,-106.414411,POINT (380224 4488852)
05-057-06489,40.524466,-106.224439,POINT (396285 4486691)
05-057-06490,40.61805,-106.105962,POINT (406451 4496946)
05-057-06491,40.646919,-106.126889,POINT (404722 4500173)
05-057-06492,40.56144,-106.4605,POINT (376357 4491099)
05-057-06493,40.76901,-106.2785,POINT (392100 4513902)
05-057-06494,40.596956,-106.426328,POINT (379314 4494995)
05-057-06495,40.585678,-106.372761,POINT (383827 4493671)
05-057-06497,40.598436,-106.415586,POINT (380226 4495144)
05-057-06498,40.596919,-106.426358,POINT (379311 4494990)
05-057-06499,40.598308,-106.415467,POINT (380235 4495130)
05-057-06500,40.521357,-106.201068,POINT (398260 4486318)
05-057-06501,40.584158,-106.415492,POINT (380208 4493559)
05-057-06502,40.58415,-106.415556,POINT (380203 4493558)
05-057-06503,40.545219,-106.407806,POINT (380789 4489226)
05-057-06504,40.5404,-106.4403,POINT (378029 4488736)
05-057-06505,40.687725,-106.13817,POINT (403827 4504715)
05-057-06507,40.45005,-106.43914,POINT (377964 4478705)
05-057-06508,40.571358,-106.441981,POINT (377943 4492175)
05-057-06509,40.61911,-106.10156,POINT (406825 4497059)
05-057-06510,40.479953,-106.441165,POINT (377846 4482027)
05-057-06511,40.67659,-106.21891,POINT (396987 4503571)
05-057-06512,40.68678,-106.22499,POINT (396489 4504709)
05-057-06513,40.6652,-106.19897,POINT (398655 4502283)
05-057-06514,40.65797,-106.18135,POINT (400134 4501460)
05-057-06515,40.644583,-106.394472,POINT (382093 4500238)
05-057-06516,40.512519,-106.166042,POINT (401214 4485297)
05-057-06517,40.539481,-106.313036,POINT (388805 4488465)
05-057-06518,40.69948,-106.18709,POINT (399711 4506075)
05-057-06519,40.68417,-106.16626,POINT (401448 4504352)
05-057-06520,40.641456,-106.124394,POINT (404925 4499564)
05-057-06521,40.655659,-106.123099,POINT (405055 4501139)
05-057-06522,40.614621,-106.389532,POINT (382458 4496906)
05-057-06523,40.627795,-106.397892,POINT (381774 4498379)
05-057-06524,40.685625,-106.3583,POINT (385222 4504746)
05-057-06525,40.685722,-106.356444,POINT (385379 4504755)
05-057-06526,40.511158,-106.3916,POINT (382102 4485423)
05-057-06527,40.528256,-106.404319,POINT (381055 4487338)
05-057-06528,40.598614,-106.452889,POINT (377070 4495215)
05-057-06529,40.598532,-106.452888,POINT (377069 4495206)
05-057-06530,40.569535,-106.375851,POINT (383538 4491883)
05-057-06531,40.569537,-106.376011,POINT (383524 4491883)
05-057-06532,40.771687,-106.230005,POINT (396197 4514140)
05-057-06533,40.727552,-106.144315,POINT (403365 4509143)
05-057-06534,40.584031,-106.405317,POINT (381069 4493531)
05-057-06535,40.585258,-106.38776,POINT (382557 4493644)
05-057-06536,40.584322,-106.415828,POINT (380180 4493578)
05-057-06537,40.528664,-106.396479,POINT (381719 4487373)
05-057-06538,40.628724,-106.439683,POINT (378242 4498539)
05-057-06539,40.585223,-106.387783,POINT (382555 4493640)
05-057-06540,40.584269,-106.415828,POINT (380180 4493572)
05-057-06541,40.584656,-106.404444,POINT (381144 4493599)
05-057-06542,40.584244,-106.404519,POINT (381137 4493554)
05-057-06543,40.584656,-106.404517,POINT (381138 4493599)
05-057-06544,40.584656,-106.404589,POINT (381132 4493600)
05-057-06545,40.584658,-106.405128,POINT (381086 4493601)
05-057-06546,40.584244,-106.404447,POINT (381143 4493554)
05-057-06547,40.584247,-106.405131,POINT (381085 4493555)
05-057-06548,40.584244,-106.404303,POINT (381155 4493553)
05-057-06549,40.584244,-106.404375,POINT (381149 4493554)
05-057-06550,40.669054,-106.126353,POINT (404799 4502630)
05-057-06551,40.50998,-106.38404,POINT (382741 4485283)
05-057-06552,40.51003,-106.38407,POINT (382738 4485288)
05-057-06553,40.584244,-106.404592,POINT (381131 4493554)
05-057-06554,40.569537,-106.375957,POINT (383529 4491883)
05-057-06555,40.569535,-106.375904,POINT (383533 4491883)
05-057-06556,40.598361,-106.415631,POINT (380222 4495136)
05-057-06557,40.598325,-106.415653,POINT (380220 4495132)
05-057-06558,40.59825,-106.415697,POINT (380216 4495124)
05-057-06559,40.598286,-106.415675,POINT (380218 4495128)
05-057-06560,40.573971,-106.382214,POINT (383007 4492384)
05-057-06561,40.57393,-106.382214,POINT (383007 4492379)
05-057-06562,40.57381,-106.38221,POINT (383007 4492366)
05-057-06563,40.573847,-106.382212,POINT (383007 4492370)
05-057-06564,40.573889,-106.382213,POINT (383007 4492374)
05-057-06565,40.573806,-106.382211,POINT (383007 4492365)
05-057-06566,40.573724,-106.382211,POINT (383006 4492356)
05-057-06567,40.573765,-106.382211,POINT (383007 4492361)
05-057-06568,40.586017,-106.387336,POINT (382594 4493728)
05-057-06569,40.585196,-106.387215,POINT (382603 4493636)
05-057-06570,40.586054,-106.387311,POINT (382596 4493732)
05-057-06571,40.586128,-106.387262,POINT (382601 4493740)
05-057-06572,40.586091,-106.387286,POINT (382599 4493736)
05-057-06573,40.585119,-106.387251,POINT (382600 4493628)
05-057-06574,40.585157,-106.387233,POINT (382601 4493632)
05-057-06575,40.598514,-106.415542,POINT (380229 4495153)
05-057-06576,40.571183,-106.424278,POINT (379441 4492131)
05-057-06577,40.571183,-106.424225,POINT (379446 4492131)
05-057-06578,40.571183,-106.424117,POINT (379455 4492131)
05-057-06579,40.571183,-106.424169,POINT (379450 4492131)
05-057-06580,40.571183,-106.424331,POINT (379437 4492131)
05-057-06581,40.571458,-106.424439,POINT (379428 4492162)
05-057-06582,40.571458,-106.424511,POINT (379422 4492162)
05-057-06583,40.571458,-106.424583,POINT (379416 4492162)
05-057-06584,40.571458,-106.424656,POINT (379410 4492162)
05-057-06585,40.583851,-106.400143,POINT (381506 4493504)
05-057-06586,40.585633,-106.387532,POINT (382577 4493685)
05-057-06587,40.585647,-106.387583,POINT (382573 4493687)
05-057-06588,40.585605,-106.387429,POINT (382586 4493682)
05-057-06589,40.585619,-106.38748,POINT (382581 4493684)
05-057-06590,40.571458,-106.424368,POINT (379434 4492161)
05-057-06591,40.598147,-106.425286,POINT (379404 4495125)
05-057-06592,40.597736,-106.425231,POINT (379408 4495080)
05-057-06593,40.598147,-106.425233,POINT (379409 4495125)
05-057-06594,40.598147,-106.425339,POINT (379400 4495125)
05-057-06595,40.597736,-106.425286,POINT (379404 4495080)
05-057-06596,40.598147,-106.425178,POINT (379413 4495125)
05-057-06597,40.597736,-106.425178,POINT (379413 4495080)
05-057-06598,40.477085,-106.454344,POINT (376724 4481727)
05-057-06599,40.477121,-106.454316,POINT (376726 4481731)
05-057-06600,40.477156,-106.454289,POINT (376729 4481735)
05-057-06601,40.58398,-106.36961,POINT (384091 4493478)
05-057-06602,40.598636,-106.47243,POINT (375416 4495245)
05-057-06603,40.58415,-106.38733,POINT (382591 4493520)
05-057-06604,40.58419,-106.38734,POINT (382591 4493525)
05-057-06605,40.58428,-106.38735,POINT (382590 4493535)
05-057-06606,40.58423,-106.38734,POINT (382591 4493529)
05-057-06607,40.598475,-106.415564,POINT (380227 4495148)
05-057-06608,40.5984,-106.415608,POINT (380224 4495140)
05-057-06609,40.598573,-106.452888,POINT (377070 4495211)
05-057-06610,40.598491,-106.452887,POINT (377069 4495202)
05-057-06611,40.51008,-106.3841,POINT (382736 4485294)
05-057-06612,40.62988,-106.395448,POINT (381985 4498607)
05-057-06613,40.629882,-106.395394,POINT (381989 4498608)
05-057-06614,40.629882,-106.395394,POINT (381989 4498608)
05-057-07051,40.77359,-106.129495,POINT (404683 4514238)
05-057-40000,40.853572,-106.202591,POINT (398636 4523198)
05-057-40001,40.760073,-106.131057,POINT (404531 4512739)
05-057-40019,40.762604,-106.108526,POINT (406437 4512995)
05-057-40021,40.736219,-106.181375,POINT (400248 4510147)
05-057-60001,40.674523,-106.53218,POINT (370507 4503756)
05-057-60002,40.721914,-106.080375,POINT (408757 4508449)
05-057-60004,40.782,-106.245,POINT (394948 4515303)
05-057-60006,40.771082,-106.230771,POINT (396132 4514074)
05-057-60007,40.848191,-106.279813,POINT (392118 4522693)
